kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
2570505;K06279.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;1;1.891.293.380;3,54E+02;-3,54E+02;1.326.698.000;1,82E+04;-1,82E+04;0.3730;0.0870;-0.3730;567.700;0.38500;-0.38500;3,38E+05;2,70E+03;-2,70E+03;0.42;4,00E+01;-4,00E+01;1152.0;;;416.87;139.84;-113.37;15.10;1;q1_q17_dr25_tce;4986.00;151.00;-136.00;4.558;0.066;-0.044;0.7330;0.0650;-0.0720;290.289.550;37.888.168;13.558
2570767;K06280.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;1;1.891.244.530;1,93E+02;-1,93E+02;1.326.958.000;1,22E+04;-1,22E+04;0.7340;0.2410;-0.4890;508.000;0.34900;-0.34900;3,10E+05;2,00E+03;-2,00E+03;1.19;3,70E+02;-1,30E+02;2200.0;;;5537.41;5263.16;-1568.29;19.40;1;q1_q17_dr25_tce;5850.00;175.00;-158.00;3.720;0.095;-0.176;19.770;0.6260;-0.2090;290.330.020;37.891.029;12.760
2571075;K06281.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;1;1.891.342.010;3,66E+02;-3,66E+02;1.326.744.000;2,08E+04;-2,08E+04;0.2376;0.2307;-0.2375;467.400;0.51400;-0.51400;1,29E+06;1,45E+04;-1,45E+04;0.92;3,50E+02;-7,00E+01;1325.0;;;729.42;824.88;-175.06;8.90;1;q1_q17_dr24_tce;5658.00;163.00;-151.00;4.567;0.031;-0.031;0.8150;0.3090;-0.0650;290.387.390;37.820.290;15.799
2576692;K06282.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;87.878.261.910;1,65E+02;-1,65E+02;1.941.051.060;1,40E+02;-1,40E+02;0.5850;0.0070;-0.0080;1.281.380;0.00856;-0.00856;3,39E+09;2,04E+05;-2,04E+05;110.85;2,34E+04;-3,51E+04;530.0;;;18.65;11.57;-10.70;1974.60;1;q1_q17_dr25_tce;5784.00;145.00;-131.00;3.985;0.308;-0.110;16.420;0.3470;-0.5200;291.643.010;37.814.259;12.744
2580872;K06283.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;0;0;15.926.632.768;1,57E+01;-1,57E+01;1.455.519.669;7,80E+01;-7,80E+01;0.6720;0.0090;-0.0090;742.888;0.00415;-0.00415;2,72E+09;1,32E+05;-1,32E+05;57.95;1,40E+04;-7,01E+03;670.0;;;47.68;35.07;-15.05;2278.90;1;q1_q17_dr25_tce;5496.00;164.00;-164.00;4.471;0.075;-0.163;0.9170;0.2220;-0.1110;292.528.590;37.810.020;14.880
2583777;K06284.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;0.958116585;2,20E+00;-2,20E+00;1.320.529.190;2,09E+02;-2,09E+02;12.750;0.1620;-0.1020;234.960;0.01150;-0.01150;2,37E+07;1,02E+04;-1,02E+04;49.16;1,31E+04;-1,60E+04;2271.0;;;6312.99;5087.41;-3737.26;296.00;1;q1_q17_dr25_tce;6032.00;181.00;-163.00;4.147;0.299;-0.161;13.650;0.3640;-0.4440;293.167.270;37.841.389;12.735
2693092;K06285.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;39.841.522.897;2,10E+01;-2,10E+01;1.681.412.318;4,29E+01;-4,29E+01;0.9020;0.0070;-0.0080;879.024;0.00212;-0.00212;1,44E+09;3,14E+04;-3,14E+04;116.52;2,15E+04;-3,99E+04;765.0;;;80.93;45.28;-49.93;4421.60;1;q1_q17_dr25_tce;6078.00;164.00;-183.00;3.946;0.277;-0.111;20.700;0.3810;-0.7080;285.904.850;37.928.089;12.003
2708156;K06286.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.891.268.461;8,50E-01;-8,50E-01;1.326.833.032;3,72E+01;-3,72E+01;0.1830;0.0030;0.0000;824.958;0.00240;-0.00240;6,42E+09;2,90E+05;-2,90E+05;399.93;2,49E+04;-2,24E+05;5047.0;;;153163.32;39628.83;-128025.35;4211.80;1;q1_q17_dr25_tce;11287.00;313.00;-469.00;3.642;0.522;-0.058;46.620;0.2900;-26.060;290.287.110;37.936.508;10.672
2708172;K06287.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;1;1.891.144.410;3,33E+02;-3,33E+02;1.327.545.000;1,64E+04;-1,64E+04;10.880;0.2640;-0.0940;872.400;0.85200;-0.85200;4,99E+05;3,70E+03;-3,70E+03;6.57;4,70E+02;-5,80E+02;932.0;;;177.97;52.12;-46.84;16.70;1;q1_q17_dr25_tce;4267.00;128.00;-128.00;4.637;0.049;-0.021;0.6270;0.0450;-0.0550;290.291.750;37.981.079;13.814
4375101;K06411.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;61.259.649.560;2,34E+02;-2,34E+02;1.406.986.490;2,81E+02;-2,81E+02;0.7410;0.0290;-0.0240;1.217.770;0.01750;-0.01750;2,33E+09;3,15E+05;-3,15E+05;54.72;1,60E+04;-5,29E+03;447.0;;;9.45;8.07;-2.71;880.30;1;q1_q17_dr25_tce;5912.00;159.00;-195.00;4.532;0.036;-0.204;0.8890;0.2590;-0.0860;294.153.290;39.464.279;15.518
4380283;K06412.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;0.872359598;8,50E-01;-8,50E-01;1.320.311.474;8,12E+01;-8,12E+01;0.6860;0.0220;-0.0200;374.512;0.00457;-0.00457;2,67E+09;2,04E+05;-2,04E+05;67.08;2,00E+04;-9,99E+03;2112.0;;;4703.58;4144.16;-1749.84;1063.20;1;q1_q17_dr25_tce;6240.00;175.00;-219.00;4.391;0.090;-0.195;10.480;0.3120;-0.1560;295.319.000;39.480.049;14.742
4384793;K06413.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;374.318.792.000;6,99E+04;-6,99E+04;4.315.127.000;2,96E+04;-2,96E+04;0.8507;21.880;-0.8498;596.000;150.000;-150.000;1,54E+10;3,89E+08;-3,89E+08;243.21;1,04E+05;-1,82E+04;241.0;;;0.79;1.05;-0.19;10.30;1;q1_q17_dr24_tce;5997.00;192.00;-188.00;4.572;0.030;-0.030;0.8150;0.3490;-0.0610;296.202.270;39.405.190;15.369
4445630;K06414.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;5.627.911.313;3,83E+00;-3,83E+00;1.331.491.782;5,66E+01;-5,66E+01;0.4640;0.0030;-0.0020;708.223;0.00301;-0.00301;4,34E+09;1,37E+05;-1,37E+05;81.61;2,69E+04;-1,15E+04;1167.0;;;438.81;424.89;-154.77;2890.70;1;q1_q17_dr25_tce;6280.00;172.00;-203.00;4.361;0.101;-0.203;11.150;0.3670;-0.1570;285.062.410;39.574.390;13.858
4446411;K06415.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;0;0.629276550;7,62E+00;-7,62E+00;1.320.153.210;9,68E+02;-9,68E+02;0.9800;0.0330;-0.6810;0.96980;0.06300;-0.06300;8,40E+06;3,75E+04;-3,75E+04;4.64;1,28E+03;-7,50E+02;2102.0;;;4624.30;4177.73;-1858.39;30.90;1;q1_q17_dr25_tce;5628.00;225.00;-225.00;4.388;0.153;-0.187;0.9760;0.2690;-0.1570;285.410.000;39.528.370;14.027
4454219;K06416.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.225.781.340;4,59E+02;-4,59E+02;1.316.062.000;5,40E+04;-5,40E+04;0.9850;68.360;-0.1770;223.500;0.03740;-0.03740;9,94E+08;1,32E+06;-1,32E+06;53.32;0.000e+00;0.000e+00;1701.0;;;1973.12;0.00;0.00;86.80;1;q1_q17_dr25_tce;5780.00;;;4.438;;;10.000;;;288.563.140;39.541.649;17.431
4456622;K06417.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;0.751408792;2,08E+00;-2,08E+00;1.319.482.660;2,29E+02;-2,29E+02;12.420;0.7560;-0.1360;229.740;0.01280;-0.01280;1,75E+08;6,70E+04;-6,70E+04;41.48;1,10E+04;-5,52E+03;1926.0;;;3241.36;2604.11;-1083.95;267.30;1;q1_q17_dr25_tce;5697.00;171.00;-171.00;4.460;0.108;-0.175;0.9030;0.2400;-0.1200;289.324.340;39.582.581;15.596
4482738;K06418.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;1;1;0.866344816;1,60E+01;-1,60E+01;1.320.635.800;1,63E+03;-1,63E+03;0.3180;0.1350;-0.3180;191.880;0.05470;-0.05470;2,34E+06;6,00E+03;-6,00E+03;6.85;1,52E+03;-1,60E+02;3569.0;;;38575.44;24242.58;-3799.76;46.50;1;q1_q17_dr25_tce;4936.00;109.00;-69.00;3.055;0.028;-0.031;45.270;10.030;-0.1060;296.139.010;39.579.632;12.945
4484312;K06419.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;0;1;2.242.941.070;2,12E+02;-2,12E+02;1.334.786.200;9,64E+03;-9,64E+03;0.2300;0.2350;-0.2300;253.200;0.29900;-0.29900;3,94E+05;4,00E+03;-4,00E+03;0.75;2,20E+02;-2,20E+02;1654.0;;;1763.55;1562.97;-977.28;12.10;1;q1_q17_dr25_tce;6082.00;182.00;-164.00;4.195;0.306;-0.204;11.840;0.3490;-0.3490;296.451.390;39.591.660;13.182
5174920;K06535.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;0;0;0.950487062;3,88E+01;-3,88E+01;1.317.346.800;3,46E+03;-3,46E+03;0.9070;0.0570;-0.6230;292.830;0.08360;-0.08360;1,15E+05;8,00E+02;-8,00E+02;1.35;3,50E+02;-6,50E+02;4231.0;;;75637.15;58144.42;-58746.40;15.40;2;q1_q17_dr25_tce;8107.00;224.00;-365.00;3.698;0.448;-0.140;33.850;0.8780;-16.310;288.053.160;40.369.499;11.633
5181455;K06536.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;5.579.631.021;4,38E+00;-4,38E+00;1.335.534.687;6,43E+01;-6,43E+01;13.230;0.0190;-0.2390;338.646;0.00530;-0.00530;1,18E+09;9,20E+04;-9,20E+04;90.32;2,88E+04;-1,03E+04;1108.0;;;356.56;336.95;-117.52;1268.70;1;q1_q17_dr25_tce;6188.00;175.00;-241.00;4.427;0.072;-0.203;10.220;0.3260;-0.1160;290.140.930;40.319.141;15.473
5193386;K06537.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;0;1;21.378.311.020;1,44E+02;-1,44E+02;1.578.049.330;5,35E+02;-5,35E+02;0.2570;0.0170;-0.0130;2.171.740;0.04400;-0.04400;8,06E+08;1,13E+05;-1,13E+05;97.23;2,54E+04;-1,37E+04;1062.0;;;300.32;203.38;-87.62;852.20;2;q1_q17_dr25_tce;4905.00;66.00;-51.00;3.300;0.135;-0.165;34.840;0.9090;-0.4900;293.660.130;40.364.208;13.998
5193439;K06538.01;;CANDIDATE;CANDIDATE;0.2850;0;0;0;0;129.847.318.000;5,35E+04;-5,35E+04;2.406.812.000;2,43E+04;-2,43E+04;0.0040;0.4300;-0.0040;1.305.700;0.82200;-0.82200;1,98E+06;2,08E+04;-2,08E+04;1.45;4,80E+02;-1,60E+02;385.0;;;5.22;5.12;-1.78;11.10;1;q1_q17_dr25_tce;6133.00;193.00;-257.00;4.427;0.072;-0.217;10.320;0.3340;-0.1190;293.676.820;40.334.068;14.520
5196851;K06539.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;0.541396363;2,17E+01;-2,17E+01;1.315.974.000;3,25E+03;-3,25E+03;0.0783;0.4031;-0.0783;238.400;0.11700;-0.11700;1,81E+06;1,13E+04;-1,13E+04;2.04;1,21E+03;-3,80E+02;3204.0;;;24909.05;45507.54;-10821.75;20.40;2;q1_q17_dr24_tce;7118.00;187.00;-279.00;4.212;0.117;-0.117;14.890;0.8880;-0.2760;294.541.050;40.308.029;12.509
5199978;K06540.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;0.550509602;1,49E+01;-1,49E+01;1.318.673.100;2,37E+03;-2,37E+03;0.3860;0.0740;-0.3860;118.360;0.06930;-0.06930;1,24E+06;6,40E+03;-6,40E+03;5.02;6,30E+02;-3,60E+02;3938.0;;;56796.99;20458.22;-11059.60;24.00;1;q1_q17_dr25_tce;4891.00;88.00;-78.00;3.169;0.030;-0.030;45.290;0.5680;-0.3320;295.313.020;40.352.341;13.355
5211470;K06541.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;2.404.293.523;6,96E+00;-6,96E+00;1.327.559.430;2,39E+02;-2,39E+02;13.640;0.0180;-0.1900;446.490;0.01160;-0.01160;8,15E+07;2,04E+04;-2,04E+04;888.70;2,06E+05;-3,82E+05;4178.0;;;71976.93;48484.91;-50837.11;471.20;1;q1_q17_dr25_tce;4697.00;117.00;-117.00;2.204;0.331;-0.178;170.320;39.440;-73.240;297.708.470;40.307.590;13.094
5215508;K06542.01;;CANDIDATE;CANDIDATE;;0;0;0;0;0.886744300;;;1.318.996.390;;;;;;316.000;;;;;;;;;;;;;;;;1;q1_q17_dr24_tce;;;;;;;;;;298.499.940;40.333.672;11.270
6147573;K06669.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;25.836.831.272;1,64E+01;-1,64E+01;1.373.641.956;4,99E+01;-4,99E+01;0.8990;0.0210;-0.0220;632.201;0.00260;-0.00260;1,45E+09;3,98E+04;-3,98E+04;50.72;1,34E+04;-5,76E+03;587.0;;;28.08;21.80;-8.28;3016.90;1;q1_q17_dr25_tce;5691.00;152.00;-152.00;4.477;0.078;-0.182;0.8970;0.2370;-0.1020;298.078.830;41.484.268;13.347
6152521;K06670.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;0;0;0.948952310;1,03E+02;-1,03E+02;1.318.577.200;8,21E+03;-8,21E+03;0.7380;0.2350;-0.4920;395.200;0.36400;-0.36400;5,77E+05;4,20E+03;-4,20E+03;2.51;3,80E+02;-8,80E+02;3464.0;;;33931.93;16873.18;-21535.31;18.10;1;q1_q17_dr25_tce;6661.00;209.00;-232.00;3.666;0.304;-0.076;30.670;0.4610;-10.770;299.121.610;41.424.450;12.669
6185717;K06671.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;11.702.203.927;4,22E+00;-4,22E+00;1.394.312.652;2,98E+01;-2,98E+01;0.9670;0.1180;-0.0310;275.173;0.00298;-0.00298;2,90E+08;7,00E+03;-7,00E+03;57.95;1,17E+04;-2,00E+04;1240.0;;;560.24;350.36;-342.07;2184.70;1;q1_q17_dr25_tce;6148.00;186.00;-149.00;3.793;0.308;-0.132;21.330;0.4290;-0.7350;284.461.270;41.561.790;13.393
6187508;K06672.01;;CANDIDATE;CANDIDATE;10.000;0;0;0;0;2.284.943.010;1,04E+02;-1,04E+02;1.329.234.300;3,31E+03;-3,31E+03;0.0130;0.4480;-0.0130;101.000;0.14000;-0.14000;1,62E+06;1,99E+04;-1,99E+04;1.00;1,80E+02;-9,00E+01;1180.0;;;458.39;260.01;-121.59;10.60;1;q1_q17_dr25_tce;5396.00;159.00;-159.00;4.571;0.040;-0.112;0.7890;0.1430;-0.0710;285.339.630;41.539.749;15.181
6205460;K06673.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;3.722.775.537;1,74E+01;-1,74E+01;1.365.154.720;4,05E+02;-4,05E+02;0.6260;0.0030;-0.0040;1.433.090;0.03080;-0.03080;1,08E+09;1,88E+05;-1,88E+05;90.36;3,84E+04;-5,76E+04;1731.0;;;2125.53;3213.70;-1892.63;864.90;1;q1_q17_dr25_tce;5425.00;296.00;-242.00;3.678;0.817;-0.272;25.920;11.020;-16.520;291.980.260;41.559.422;12.746
6206751;K06674.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.245.342.215;1,27E+00;-1,27E+00;1.322.200.190;8,32E+01;-8,32E+01;0.7280;0.0120;-0.0120;440.308;0.00526;-0.00526;2,34E+09;2,29E+05;-2,29E+05;90.34;1,79E+04;-6,00E+03;2341.0;;;7120.27;3561.10;-1204.62;1178.50;1;q1_q17_dr25_tce;6967.00;76.00;-83.00;4.250;0.042;-0.119;14.760;0.2930;-0.0980;292.406.310;41.513.039;12.142
6207053;K06675.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;0.604755462;9,89E+00;-9,89E+00;1.318.483.100;1,36E+03;-1,36E+03;0.0390;0.3900;-0.0390;137.410;0.05060;-0.05060;3,35E+06;1,04E+04;-1,04E+04;1.29;1,20E+02;-9,00E+01;1598.0;;;1534.24;539.51;-351.88;40.30;1;q1_q17_dr25_tce;4842.00;144.00;-144.00;4.616;0.024;-0.060;0.7260;0.0700;-0.0490;292.501.500;41.549.061;15.553
6209225;K06676.01;;CANDIDATE;CANDIDATE;;0;0;0;0;439.219.780.000;1,35E+05;-1,35E+05;5.233.139.000;2,00E+04;-2,00E+04;0.2863;0.1998;-0.2862;939.200;0.60100;-0.60100;3,42E+06;3,35E+04;-3,35E+04;1.81;6,20E+02;-1,70E+02;266.0;;;1.18;1.17;-0.32;10.30;1;q1_q17_dr24_tce;6553.00;161.00;-206.00;4.479;0.048;-0.048;0.9620;0.3310;-0.0880;293.161.680;41.538.158;13.993
6220470;K06677.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;8.144.135.648;3,39E+00;-3,39E+00;1.365.054.788;3,41E+01;-3,41E+01;0.2220;0.0110;-0.0010;888.876;0.00145;-0.00145;8,79E+08;1,76E+04;-1,76E+04;56.52;1,64E+04;-1,09E+04;1491.0;;;1169.67;999.76;-535.82;6113.70;1;q1_q17_dr25_tce;7605.00;209.00;-340.00;4.123;0.120;-0.180;18.620;0.5400;-0.3600;296.158.870;41.516.541;13.960
7031132;K06804.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;0;1;0.566795196;7,74E+01;-7,74E+01;1.318.092.500;9,41E+03;-9,41E+03;0.2270;0.2650;-0.2270;218.000;100.000;-100.000;1,48E+05;1,50E+03;-1,50E+03;0.35;5,00E+01;-2,00E+01;2066.0;;;4277.24;1617.66;-605.80;13.10;1;q1_q17_dr25_tce;5680.00;76.00;-85.00;4.516;0.023;-0.120;0.9080;0.1300;-0.0410;290.987.670;42.531.670;12.818
7031732;K06805.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;1;0.566798827;3,86E+01;-3,86E+01;1.318.194.600;5,51E+03;-5,51E+03;0.2500;0.2310;-0.2500;366.200;0.18300;-0.18300;3,49E+05;2,30E+03;-2,30E+03;0.52;1,30E+02;-7,00E+01;2045.0;;;4154.80;3162.13;-1412.99;21.90;1;q1_q17_dr25_tce;5548.00;182.00;-182.00;4.473;0.087;-0.163;0.8890;0.2170;-0.1170;291.188.630;42.590.710;13.656
7031767;K06806.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;1;1;0.566780120;1,10E+02;-1,10E+02;1.318.499.000;1,95E+04;-1,95E+04;0.4920;0.0040;-0.4920;325.700;0.36500;-0.36500;2,76E+05;2,80E+03;-2,80E+03;0.49;1,40E+02;-5,00E+01;2073.0;;;4352.10;3627.08;-1150.27;13.50;1;q1_q17_dr25_tce;5674.00;152.00;-152.00;4.506;0.048;-0.192;0.9110;0.2590;-0.0860;291.203.430;42.526.718;14.311
7031948;K06807.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;1;1;0.566800113;5,57E+01;-5,57E+01;1.318.173.100;9,78E+03;-9,78E+03;0.7510;0.2170;-0.5050;331.500;0.29800;-0.29800;1,04E+06;7,90E+03;-7,90E+03;0.58;3,00E+01;-4,00E+01;1180.0;;;455.05;85.51;-90.60;18.10;1;q1_q17_dr25_tce;3844.00;77.00;-84.00;4.721;0.036;-0.021;0.5260;0.0250;-0.0340;291.260.160;42.584.019;15.765
7031992;K06808.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;1;1;0.566792930;3,22E+01;-3,22E+01;1.318.310.300;5,63E+03;-5,63E+03;0.1800;0.3110;-0.1800;381.400;0.18500;-0.18500;1,01E+06;6,80E+03;-6,80E+03;0.86;2,40E+02;-8,00E+01;2064.0;;;4264.42;3548.32;-1168.74;22.10;1;q1_q17_dr25_tce;5812.00;156.00;-191.00;4.551;0.035;-0.184;0.8530;0.2420;-0.0760;291.276.060;42.593.521;15.787
7032117;K06809.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;0;1;0.566809491;3,77E+01;-3,77E+01;1.317.969.500;3,16E+03;-3,16E+03;0.4840;0.4500;-0.2600;315.600;0.29400;-0.29400;6,95E+05;4,60E+03;-4,60E+03;0.55;6,00E+01;-5,00E+01;1656.0;;;1790.30;671.14;-473.35;21.00;1;q1_q17_dr25_tce;4987.00;149.00;-149.00;4.611;0.066;-0.048;0.6540;0.0690;-0.0580;291.319.400;42.549.500;14.873
7032174;K06810.01;;FALSE POSITIVE;FALSE POSITIVE;;0;0;0;1;0.566799218;5,29E+01;-5,29E+01;1.318.155.300;9,36E+03;-9,36E+03;0.6858;0.0614;-0.4925;422.700;0.25400;-0.25400;1,82E+05;1,30E+03;-1,30E+03;0.79;4,20E+02;-3,20E+02;3153.0;;;23364.03;37229.71;-15959.07;19.20;1;q1_q17_dr24_tce;6108.00;175.00;-158.00;3.893;0.420;-0.420;17.530;0.9150;-0.7130;291.336.700;42.534.420;11.983
7032383;K06811.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;1;1;0.566797404;4,06E+01;-4,06E+01;1.318.365.200;5,53E+03;-5,53E+03;0.1190;0.3730;-0.1190;410.900;0.17700;-0.17700;6,94E+05;5,70E+03;-5,70E+03;0.64;1,00E+02;-7,00E+01;1890.0;;;2993.84;1507.51;-952.14;18.80;1;q1_q17_dr25_tce;5313.00;175.00;-159.00;4.510;0.104;-0.115;0.7840;0.1170;-0.0960;291.406.520;42.582.218;15.354
7939761;K06934.01;;CANDIDATE;CANDIDATE;10.000;0;0;0;0;22.254.889.700;6,85E+03;-6,85E+03;1.422.563.000;2,85E+04;-2,85E+04;0.2390;0.2280;-0.2390;1.345.400;0.91700;-0.91700;8,38E+05;8,40E+03;-8,40E+03;2.16;7,40E+02;-1,38E+03;899.0;;;154.40;164.63;-136.21;11.80;1;q1_q17_dr25_tce;5349.00;185.00;-148.00;3.760;0.727;-0.242;23.880;0.8190;-15.210;282.672.580;43.788.311;14.156
7943535;K06935.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;4.719.336.335;6,40E+00;-6,40E+00;1.335.148.320;1,11E+02;-1,11E+02;12.690;0.0940;-0.0710;283.787;0.00498;-0.00498;1,24E+08;1,64E+04;-1,64E+04;91.91;1,87E+04;-2,80E+04;1722.0;;;2078.32;1265.64;-1197.85;632.40;1;q1_q17_dr25_tce;6792.00;182.00;-223.00;3.971;0.252;-0.126;20.580;0.4180;-0.6260;284.562.710;43.774.261;12.672
7947631;K06936.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.258.274.109;1,17E+00;-1,17E+00;1.327.042.523;7,66E+01;-7,66E+01;12.440;0.1500;-0.0940;192.467;0.00230;-0.00230;1,42E+08;5,90E+03;-5,90E+03;25.98;1,81E+03;-1,82E+03;1207.0;;;502.19;156.99;-119.43;669.10;1;q1_q17_dr25_tce;4937.00;172.00;-154.00;4.669;0.056;-0.032;0.5870;0.0410;-0.0410;286.764.980;43.796.329;15.179
7950775;K06937.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;8.966.610.607;5,26E+00;-5,26E+00;1.385.745.618;4,89E+01;-4,89E+01;11.010;0.0300;-0.0130;401.883;0.00152;-0.00152;5,96E+08;1,81E+04;-1,81E+04;56.94;1,26E+04;-6,79E+03;1038.0;;;274.04;173.13;-85.80;2049.10;1;q1_q17_dr25_tce;6480.00;146.00;-194.00;4.351;0.092;-0.138;11.320;0.2510;-0.1350;288.324.070;43.763.329;13.478
7955301;K06938.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;15.327.634.110;2,37E+02;-2,37E+02;1.349.229.100;1,29E+03;-1,29E+03;12.040;0.3210;-0.2030;606.620;0.06540;-0.06540;1,77E+08;1,82E+05;-1,82E+05;291.01;4,50E+04;-8,35E+04;1472.0;;;1108.58;439.96;-580.32;117.00;1;q1_q17_dr25_tce;4830.00;57.00;-78.00;2.987;0.188;-0.101;67.840;10.480;-19.460;290.186.250;43.723.850;12.672
7960295;K06939.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;2.104.134.870;2,13E+02;-2,13E+02;1.326.363.800;8,63E+03;-8,63E+03;0.6110;0.1090;-0.0870;422.690;0.06030;-0.06030;3,21E+09;5,10E+06;-5,10E+06;67.03;0.000e+00;0.000e+00;1421.0;;;963.40;0.00;0.00;86.40;1;q1_q17_dr25_tce;5780.00;;;4.438;;;10.000;;;291.893.430;43.730.251;19.485
7960547;K06940.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;6.767.341.062;2,64E+00;-2,64E+00;1.352.655.184;3,27E+01;-3,27E+01;0.7240;0.0080;-0.0090;449.213;0.00083;-0.00083;2,45E+09;1,28E+05;-1,28E+05;52.84;1,37E+04;-5,46E+03;933.0;;;178.98;136.20;-49.88;3356.80;1;q1_q17_dr25_tce;5926.00;159.00;-159.00;4.513;0.072;-0.168;0.8430;0.2180;-0.0870;291.992.030;43.766.800;14.143
7967100;K06941.01;;FALSE POSITIVE;FALSE POSITIVE;0.7910;0;1;1;0;1.927.300.010;2,72E+01;-2,72E+01;1.323.606.700;1,16E+03;-1,16E+03;12.850;0.0460;-0.0450;1.881.200;0.27100;-0.27100;6,18E+07;2,61E+04;-2,61E+04;45.99;1,40E+04;-7,54E+03;1614.0;;;1605.97;1466.59;-623.20;351.10;1;q1_q17_dr25_tce;6057.00;180.00;-198.00;4.352;0.112;-0.208;11.100;0.3380;-0.1820;294.279.210;43.719.849;13.943
8610483;K07068.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;48.799.368.810;1,05E+02;-1,05E+02;1.601.962.990;1,70E+02;-1,70E+02;0.6220;0.0390;-0.0220;880.873;0.00957;-0.00957;3,25E+09;3,21E+05;-3,21E+05;67.36;2,19E+04;-7,27E+03;525.0;;;17.90;17.08;-5.45;1151.60;1;q1_q17_dr25_tce;6170.00;168.00;-205.00;4.472;0.052;-0.208;0.9920;0.3220;-0.1070;285.283.970;44.769.150;15.050
